dz, F
1.54216e-07, 2.27097e-10
1.54296e-07, 2.27775e-10
1.54377e-07, 2.28449e-10
1.54457e-07, 2.29119e-10
1.54538e-07, 2.29783e-10
1.54619e-07, 2.30442e-10
1.547e-07, 2.31099e-10
1.54781e-07, 2.31753e-10
1.54862e-07, 2.32404e-10
1.54943e-07, 2.33049e-10
1.55024e-07, 2.33687e-10
1.55106e-07, 2.34321e-10
1.55187e-07, 2.34954e-10
1.55269e-07, 2.35581e-10
1.5535e-07, 2.36205e-10
1.55432e-07, 2.36822e-10
1.55514e-07, 2.37433e-10
1.55596e-07, 2.38041e-10
1.55678e-07, 2.38647e-10
1.5576e-07, 2.39251e-10
1.55843e-07, 2.39853e-10
1.55925e-07, 2.40457e-10
1.56007e-07, 2.41059e-10
1.5609e-07, 2.41659e-10
1.56173e-07, 2.42257e-10
1.56255e-07, 2.42851e-10
1.56338e-07, 2.4344e-10
1.56421e-07, 2.44029e-10
1.56504e-07, 2.44618e-10
1.56587e-07, 2.45205e-10
1.5667e-07, 2.45791e-10
1.56753e-07, 2.46375e-10
1.56836e-07, 2.46957e-10
1.5692e-07, 2.47534e-10
1.57003e-07, 2.48109e-10
1.57087e-07, 2.48684e-10
1.5717e-07, 2.49258e-10
1.57254e-07, 2.49831e-10
1.57337e-07, 2.50403e-10
1.57421e-07, 2.50978e-10
1.57505e-07, 2.51559e-10
1.57589e-07, 2.52143e-10
1.57673e-07, 2.52726e-10
1.57757e-07, 2.5331e-10
1.57841e-07, 2.53892e-10
1.57925e-07, 2.54474e-10
1.5801e-07, 2.55055e-10
1.58094e-07, 2.55637e-10
1.58178e-07, 2.56222e-10
1.58263e-07, 2.56807e-10
1.58347e-07, 2.57388e-10
1.58432e-07, 2.57968e-10
1.58517e-07, 2.58548e-10
1.58601e-07, 2.5913e-10
1.58686e-07, 2.59712e-10
1.58771e-07, 2.60294e-10
1.58856e-07, 2.60873e-10
1.58941e-07, 2.61451e-10
1.59026e-07, 2.6203e-10
1.59111e-07, 2.6261e-10
1.59196e-07, 2.63192e-10
1.59281e-07, 2.63778e-10
1.59366e-07, 2.64365e-10
1.59452e-07, 2.64953e-10
1.59537e-07, 2.65544e-10
1.59622e-07, 2.66136e-10
1.59708e-07, 2.6673e-10
1.59793e-07, 2.67324e-10
1.59879e-07, 2.67916e-10
1.59965e-07, 2.68509e-10
1.6005e-07, 2.69102e-10
1.60136e-07, 2.69696e-10
1.60222e-07, 2.70294e-10
1.60308e-07, 2.70891e-10
1.60393e-07, 2.71485e-10
1.60479e-07, 2.72073e-10
1.60565e-07, 2.72657e-10
1.60651e-07, 2.73239e-10
1.60737e-07, 2.73823e-10
1.60823e-07, 2.74409e-10
1.6091e-07, 2.74995e-10
1.60996e-07, 2.75583e-10
1.61082e-07, 2.76171e-10
1.61168e-07, 2.76759e-10
1.61255e-07, 2.77347e-10
1.61341e-07, 2.77936e-10
1.61427e-07, 2.78527e-10
1.61514e-07, 2.79115e-10
1.616e-07, 2.79701e-10
1.61687e-07, 2.80285e-10
1.61773e-07, 2.80865e-10
1.6186e-07, 2.81443e-10
1.61947e-07, 2.82019e-10
1.62033e-07, 2.82593e-10
1.6212e-07, 2.83167e-10
1.62207e-07, 2.83739e-10
1.62294e-07, 2.84309e-10
1.62381e-07, 2.84875e-10
1.62467e-07, 2.85437e-10
1.62554e-07, 2.85994e-10
1.62641e-07, 2.86548e-10
1.62728e-07, 2.87095e-10
1.62815e-07, 2.87637e-10
1.62902e-07, 2.88172e-10
1.6299e-07, 2.88699e-10
1.63077e-07, 2.89219e-10
1.63164e-07, 2.89733e-10
1.63251e-07, 2.90239e-10
1.63338e-07, 2.90738e-10
1.63425e-07, 2.91232e-10
1.63513e-07, 2.91717e-10
1.636e-07, 2.92196e-10
1.63687e-07, 2.92667e-10
1.63775e-07, 2.93129e-10
1.63862e-07, 2.93584e-10
1.6395e-07, 2.94036e-10
1.64037e-07, 2.94482e-10
1.64125e-07, 2.94921e-10
1.64212e-07, 2.95354e-10
1.643e-07, 2.95776e-10
1.64387e-07, 2.96192e-10
1.64475e-07, 2.96605e-10
1.64563e-07, 2.9702e-10
1.6465e-07, 2.97438e-10
1.64738e-07, 2.97859e-10
1.64826e-07, 2.98283e-10
1.64914e-07, 2.98709e-10
1.65001e-07, 2.99132e-10
1.65089e-07, 2.99553e-10
